customer_id,customer_name,email,registration_date,customer_type
425,Samuel Suarez,cameronmckinney@example.com,2023-09-02,PREMIUM
426,Jesus Hull,jameswhitaker@example.org,2026-07-18,REGULAR
427,Thomas Maldonado,joshuacolon@example.net,2024-07-29,VIP
428,Hannah Martin,tracy72@example.com,2024-08-24,REGULAR
429,Penny Lewis,mitchellpaul@example.org,2024-06-27,VIP
430,Sharon Coffey,ericaadams@example.com,2026-06-13,VIP
431,Alejandra King,wellsdavid@example.org,2024-11-05,REGULAR
432,John Byrd,rodney65@example.com,2026-03-14,VIP
433,Dr. Sara Hoffman DDS,asilva@example.net,2024-10-01,PREMIUM
434,Margaret Hensley MD,gabrielle71@example.com,2026-04-27,VIP
435,Rebekah Greene,jacob83@example.org,2026-05-11,PREMIUM
436,Jason Price,erin07@example.com,2023-09-12,PREMIUM
437,Rachel Knox,matthewreeves@example.net,2026-05-28,PREMIUM
438,John Figueroa,william28@example.org,2025-12-04,REGULAR
439,Henry Garner,staceylam@example.net,2024-11-08,PREMIUM
440,Edward York,vfrench@example.com,2025-07-19,PREMIUM
441,Steve Mason,delacruzbrandy@example.net,2026-06-11,PREMIUM
442,Brittany Gay,amoreno@example.org,2025-01-02,VIP
443,Mike Maxwell,dbenitez@example.org,2025-08-15,REGULAR
444,Jesse Clark,crystal25@example.net,2024-04-06,PREMIUM
445,Jeffrey Jordan,tracygallagher@example.org,2025-05-16,PREMIUM
446,Jake Smith,creyes@example.net,2024-12-01,REGULAR
447,Michael Cooper,andrewsmith@example.net,2024-02-05,VIP
448,Angel Fry,reyesbrianna@example.org,2025-06-27,REGULAR
449,Colin Vaughan,ryan25@example.com,2025-04-06,PREMIUM
450,Alex Wagner,perezjessica@example.org,2024-01-27,PREMIUM
451,Joseph Williams,jennifer06@example.net,2023-10-02,REGULAR
452,Jeremy Martinez,valdezandrew@example.net,2024-08-15,VIP
453,Alexandra Fisher,nmiles@example.net,2023-12-23,PREMIUM
454,Lisa Campbell,cindy26@example.org,2024-01-01,VIP
455,Valerie Howard,mgonzalez@example.com,2025-04-16,REGULAR
456,Karen Young,ethan87@example.org,2023-08-08,VIP
457,Travis Chan Jr.,meadowsmary@example.net,2023-12-24,VIP
458,Brett Thompson,dawn74@example.com,2023-09-19,VIP
459,Samuel Zamora,michael56,2023-08-04,REGULAR
460,Tina Adams,elizabethjackson@example.com,2023-12-11,REGULAR
461,Jesus Houston,lisa21@example.com,2026-06-25,REGULAR
462,Michael Brown,pmarsh@example.org,2024-03-23,REGULAR
463,Catherine James,perrybrittany@example.net,2025-01-27,VIP
464,Bianca Knapp,huffmannichole@example.net,2024-01-11,VIP
465,Alexandria Oneill,ealexander@example.com,2025-10-12,PREMIUM
466,Melissa Montgomery,tiffanysantiago@example.com,2025-05-22,REGULAR
467,Ryan Grant,timothyalvarado@example.net,2026-02-26,REGULAR
468,Sarah Booth,smithsarah@example.net,2023-11-13,VIP
469,Daniel Schneider,vflores@example.com,2025-04-06,REGULAR
470,Scott West,christianwallace@example.net,2024-01-20,PREMIUM
471,Andrew Dunn,bmcgee@example.org,2023-12-08,PREMIUM
472,Tiffany Cox,pamela83@example.net,2023-10-12,VIP
473,Michelle Cox,meganrivera@example.net,2025-06-21,REGULAR
474,Ronald Brandt,davisdonna@example.org,2024-10-15,PREMIUM
475,Mitchell Griffith,jacqueline02@example.com,2024-01-02,VIP
476,Roger Lee,cheryl31@example.com,2024-12-25,PREMIUM
477,Leah Barton,shermanbrandon@example.net,2025-06-18,PREMIUM
478,April Fitzgerald,gbarrett@example.org,2025-11-25,PREMIUM
479,Susan Holt,eroberson@example.net,2024-04-14,VIP
480,Kathy Cruz,dalesandoval@example.net,2026-02-20,PREMIUM
481,Casey Gutierrez,joshuastuart@example.com,2026-07-11,VIP
482,Kristen Robinson,megan85@example.net,2024-06-09,PREMIUM
483,Mallory Page,glenda22@example.net,2025-01-17,PREMIUM
484,Paul Skinner,qaguilar@example.net,2024-10-06,VIP
485,Charles Santiago,hstokes@example.org,2024-05-25,PREMIUM
486,Ryan Vaughn,karen24@example.net,2024-10-20,VIP
487,Sean Stevenson,karenjohnson@example.com,2024-07-02,VIP
488,Matthew House,yyoung@example.net,2025-03-13,PREMIUM
489,Amy Manning,rfrye@example.com,2024-05-30,REGULAR
490,Holly Chapman,ogreer@example.net,2026-02-11,VIP
491,William Jones,kimberlybrandt@example.com,2024-04-14,REGULAR
492,Christopher Singleton,bennettroy@example.net,2023-07-28,PREMIUM
493,Linda Ayala,steven20@example.org,2026-03-17,PREMIUM
494,Michael Fox,tracy98example.com,2024-04-30,PREMIUM
495,Anna Walker,hartmanerik@example.net,2024-06-15,REGULAR
496,Yesenia Colon,mark43@example.net,2026-04-23,PREMIUM
497,Lisa Oliver,wilsonmichael@example.org,2023-09-19,VIP
498,Diane Pruitt,patrick16@example.com,2025-02-21,REGULAR
499,Jose Vaughan,stucker@example.net,2024-04-05,VIP
500,Sharon Coleman,simsjason@example.net,2023-12-28,PREMIUM
501,Maria Case,amandapark@example.net,2026-06-19,VIP
502,Anthony Bauer,andrewlove@example.org,2025-12-02,PREMIUM
503,Jerry Sullivan,andrewsjeremy@example.com,2024-11-22,REGULAR
504,Lisa Avila,pricedavid@example.org,2026-01-14,REGULAR
505,Richard Turner,haynescharles@example.net,2023-12-01,PREMIUM
506,Amanda Moore,kathy76@example.com,2024-06-25,VIP
507,Mark Evans,julierobles@example.net,2026-04-21,REGULAR
508,Andrew Armstrong,susan08@example.net,2025-03-23,VIP
509,Jason Brewer,torreskaitlin@example.net,2025-09-23,PREMIUM
510,Christopher Marsh,eugenewalker@example.com,2023-10-12,PREMIUM
511,Danielle Gonzalez,enewman@example.com,2026-01-06,REGULAR
512,Cynthia Mitchell,wlynn@example.org,2023-11-05,REGULAR
513,Melissa Hernandez,louishayes@example.net,2025-12-16,PREMIUM
514,Richard Joseph,lindsey62@example.org,2026-04-10,REGULAR
515,Erin Castillo,xhill@example.org,2025-06-10,VIP
516,Lawrence Wilkinson,kim78@example.org,2024-02-22,REGULAR
517,Stephanie Atkinson,josemercado@example.org,2026-03-27,REGULAR
518,Andrew Green,hessbeth@example.net,2025-11-04,PREMIUM
519,Steven Lawrence,jvaldez@example.com,2024-10-14,REGULAR
520,Adam Allen,stevendixon@example.com,2026-02-27,VIP
521,Travis Hopkins,katherinetaylor@example.org,2024-03-03,PREMIUM
522,Crystal Baker,ccrosby@example.org,2024-07-17,PREMIUM
523,Thomas Keith,barnettapril@example.com,2023-09-19,REGULAR
524,Joshua Thompson,dakota84@example.net,2026-04-30,PREMIUM
525,Jamie Solomon,pdiaz@example.org,2025-09-29,VIP
526,Stacy Smith,wgomez@example.com,2024-02-20,REGULAR
527,Christine Lopez,emartin@example.net,2025-02-01,PREMIUM
528,Karen Mendoza,guerrerorobert@example.com,2024-06-11,PREMIUM
529,Kenneth Martin,deborahjenkins@example.org,2026-03-23,PREMIUM
530,Christopher Mullen,macdonalddylan@example.org,2026-02-05,PREMIUM
531,Claire Obrien,johnsjessica@example.com,2025-07-21,REGULAR
532,Kevin Saunders,ajackson@example.net,2026-03-14,PREMIUM
533,Crystal Cruz,gary57@example.net,2024-01-04,PREMIUM
534,Samantha Jacobs,harrismichele@example.net,2024-04-20,VIP
535,Kim Goodwin,mvalenzuela@example.org,2023-12-11,VIP
536,Stephanie Hampton,mhopkins@example.net,2026-04-23,VIP
537,Jessica Mays,xboyd@example.org,2025-08-06,REGULAR
538,Sara Johnston,zbell@example.net,2025-05-10,VIP
539,Shawn Ortiz,jonathancannon@example.org,2024-05-08,REGULAR
540,Kelly Brooks,fletcherkristine@example.net,2024-06-03,VIP
541,Dawn Wyatt,robert12@example.com,2025-05-07,PREMIUM
542,Kristin White,cheryl63@example.com,2025-12-04,REGULAR
543,Michael Fitzgerald,tking@example.net,2026-05-09,PREMIUM
544,Ariel Romero,adkinssean@example.net,2024-12-26,REGULAR
545,Samantha Ruiz,martintamara@example.org,2026-02-06,VIP
546,Lee Ramsey,qdavis@example.org,2025-04-02,VIP
547,Jessica Harris,jennifer90@example.org,2026-05-05,REGULAR
548,Lisa Craig,james98@example.net,2025-01-28,VIP
549,Penny Gomez MD,dianacantrell@example.org,2026-01-15,PREMIUM
550,Krista Barber,aprilmclaughlin@example.org,2025-12-04,REGULAR
551,Jordan Powell,michael43@example.net,2023-07-27,VIP
552,Edward Arroyo,gregory81@example.net,2025-09-24,PREMIUM
553,James Webb,nancy94@example.net,2024-07-31,PREMIUM
554,Karen Scott,susan77@example.net,2025-03-05,REGULAR
555,Harry Nichols,ericahall@example.com,2026-07-12,PREMIUM
556,Gloria Spencer,john16@example.net,2024-04-22,PREMIUM
557,Travis Vega,nedwards@example.net,2024-05-10,PREMIUM
558,Derek Perez,pmclaughlin@example.net,2024-08-10,PREMIUM
559,Mary Austin,eric11@example.org,2025-11-07,PREMIUM
560,William Prince PhD,charlesnathan@example.com,2025-08-20,PREMIUM
561,Paul Anderson,traceymoon@example.com,2025-10-13,PREMIUM
562,Jennifer Parks,imendoza@example.org,2024-04-16,REGULAR
563,Michael Smith,sbray@example.net,2024-06-11,REGULAR
564,Debbie Dunn,ucarpenter@example.com,2024-07-22,VIP
565,Jeff Barnes,thomas95@example.com,2025-02-17,PREMIUM
566,Veronica Parks,melissa47@example.org,2023-12-22,VIP
567,Robert Rodgers,linda86@example.com,2025-07-23,PREMIUM
568,Michelle Floyd,thompsonvictorexample.net,2024-10-28,PREMIUM
569,Christopher Lewis,anna90@example.com,2024-08-18,VIP
570,Debbie Ward,gcombs@example.com,2025-12-02,VIP
571,Tracey Gonzalez,maurice61@example.com,2025-12-30,VIP
572,Katherine Doyle,tiffanymitchell@example.com,2023-11-18,REGULAR
573,Sheena Davidson,daustin@example.net,2024-12-25,PREMIUM
574,Andrea Martin,kwelch@example.com,2024-07-08,VIP
575,Denise Wallace,logan44@example.net,2025-02-03,VIP
576,David King,lgutierrez@example.org,2026-07-12,REGULAR
577,Shawn Kelley,clarkrandy@example.org,2023-08-29,PREMIUM
578,Christopher Pena,fwarren@example.org,2025-03-16,PREMIUM
579,Joseph Jackson,jerome47@example.net,2023-09-12,REGULAR
580,Kimberly Nelson,michelle57@example.com,2025-06-10,REGULAR
581,Joyce Curry,tarawolfe@example.org,2025-12-12,PREMIUM
582,Gregory Fernandez,omills@example.net,2023-12-06,REGULAR
583,Adam Mills,aparker@example.com,2024-02-16,REGULAR
584,Theresa Woods,justin80@example.net,2023-08-03,PREMIUM
585,Kimberly Lopez,myates@example.org,2025-12-06,VIP
586,Jean Gray,kfoster@example.net,2024-08-31,VIP
587,Melinda Mitchell,hendersonjohn@example.net,2025-10-23,VIP
588,Mark Williamson,robert12@example.org,2024-09-14,PREMIUM
589,Joseph Lopez,blopez@example.org,2023-12-25,PREMIUM
590,Adrian Robinson,joseph70@example.org,2025-05-02,PREMIUM
591,Amanda Miller,kristi75@example.com,2024-03-02,PREMIUM
592,Corey Skinner,adamsphilip@example.net,2025-03-03,PREMIUM
593,William Wright,martinezkayla@example.org,2023-09-10,PREMIUM
594,Christine Price,stevenwise@example.net,2024-11-15,VIP
595,John Evans,eric08@example.net,2025-01-29,VIP
596,Jeffrey Smith,boyerjeff@example.org,2024-09-20,PREMIUM
597,Melissa Barker,fosterjohn@example.org,2024-03-16,REGULAR
598,Luke Galvan,kelli32@example.com,2026-03-17,PREMIUM
599,Ashley Freeman,browndeanna@example.net,2024-11-23,REGULAR
600,Heather Taylor,linda73@example.org,2023-09-19,VIP
